garden,continent,lineid,population,latitude,longitude,experimental.block,dbolt,dfl,rdiam,rlvs,height,branches,fruit,totfruit,survrepro
SC,NA,NA-66,Knox,41.29526944,-86.62071111,4,73,80,9.7,77,43,29,745,745,1
SC,NA,NA-66,Knox,41.29526944,-86.62071111,5,77,82,9.8,64,42.8,62,1503,1503,1
ONT,NA,NA-66,Knox,41.29526944,-86.62071111,5,,,,,,,,0,0
SC,NA,NA-67,ColdSpringHarborLab,40.87063056,-73.4583,1,76,87,7.4,39,34.4,20,596,596,1
ONT,NA,NA-67,ColdSpringHarborLab,40.87063056,-73.4583,1,,,,,,,,0,0
SC,NA,NA-67,ColdSpringHarborLab,40.87063056,-73.4583,2,,,,,,,,0,0
ONT,NA,NA-67,ColdSpringHarborLab,40.87063056,-73.4583,2,,,,,,,,0,0
SC,NA,NA-67,ColdSpringHarborLab,40.87063056,-73.4583,3,79,84,9.3,37,37,18,497,497,1
ONT,NA,NA-67,ColdSpringHarborLab,40.87063056,-73.4583,3,203,213,2.4,20,21.8,9,173,173,1
SC,NA,NA-67,ColdSpringHarborLab,40.87063056,-73.4583,4,81,88,8.2,36,37.1,9,343,343,1
ONT,NA,NA-67,ColdSpringHarborLab,40.87063056,-73.4583,4,196,208,3,28,28.2,15,295,295,1
SC,NA,NA-67,ColdSpringHarborLab,40.87063056,-73.4583,5,82,88,7.5,32,38.4,34,773,773,1
ONT,NA,NA-67,ColdSpringHarborLab,40.87063056,-73.4583,5,198,207,4,35,27.1,24,404,404,1
SC,NA,NA-68,RP,42.44048889,-76.49535833,1,93,96,3.1,37,10.3,10,36,36,1
ONT,NA,NA-68,RP,42.44048889,-76.49535833,1,198,207,1.8,28,22.6,10,120,120,1
SC,NA,NA-68,RP,42.44048889,-76.49535833,2,89,92,8,31,27.5,51,274,274,1
ONT,NA,NA-68,RP,42.44048889,-76.49535833,2,196,206,2.9,32,25.1,13,274,274,1
ONT,NA,NA-68,RP,42.44048889,-76.49535833,3,196,207,2.2,27,23.9,12,260,260,1
SC,NA,NA-68,RP,42.44048889,-76.49535833,3,88,92,10.7,63,35.4,85,1208,1208,1
ONT,NA,NA-68,RP,42.44048889,-76.49535833,4,,,,,,,,0,0
SC,NA,NA-68,RP,42.44048889,-76.49535833,4,88,88,15,38,33.4,165,2812,2812,1
SC,NA,NA-68,RP,42.44048889,-76.49535833,5,98,101,5.7,48,29,13,83,83,1
ONT,NA,NA-68,RP,42.44048889,-76.49535833,5,196,206,2.9,28,23.7,18,398,398,1
ONT,NA,NA-69,HarvardSquare,42.36683056,-71.10598889,1,,,,,,,,0,0
SC,NA,NA-69,HarvardSquare,42.36683056,-71.10598889,1,79,87,10,46,40.7,135,1160,1160,1
SC,NA,NA-69,HarvardSquare,42.36683056,-71.10598889,2,84,89,8.3,32,42,12,413,413,1
ONT,NA,NA-69,HarvardSquare,42.36683056,-71.10598889,2,,,,,,,,0,0
SC,NA,NA-69,HarvardSquare,42.36683056,-71.10598889,3,82,88,6.9,40,36.6,11,301,301,1
ONT,NA,NA-69,HarvardSquare,42.36683056,-71.10598889,3,200,213,5,28,34.6,62,1089,1089,1
SC,NA,NA-69,HarvardSquare,42.36683056,-71.10598889,4,84,87,7.1,48,32,8,435,435,1
ONT,NA,NA-69,HarvardSquare,42.36683056,-71.10598889,4,196,208,3.3,34,33,15,268,268,1
ONT,NA,NA-69,HarvardSquare,42.36683056,-71.10598889,5,,,,,,,,0,0
SC,NA,NA-69,HarvardSquare,42.36683056,-71.10598889,5,88,90,7.3,53,30,26,783,783,1
ONT,NA,NA-7,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-7,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
ONT,NA,NA-7,RP,42.44048889,-76.49535833,2,196,206,2,29,25.6,13,290,290,1
SC,NA,NA-7,RP,42.44048889,-76.49535833,2,88,91,8.1,54,34.2,39,554,554,1
ONT,NA,NA-7,RP,42.44048889,-76.49535833,3,196,206,2.3,22,23.8,10,217,217,1
SC,NA,NA-7,RP,42.44048889,-76.49535833,3,89,93,6,38,26.6,9,192,192,1
ONT,NA,NA-7,RP,42.44048889,-76.49535833,4,194,203,2.2,23,21,13,180,180,1
SC,NA,NA-7,RP,42.44048889,-76.49535833,4,88,92,7.8,47,33.9,11,314,314,1
SC,NA,NA-7,RP,42.44048889,-76.49535833,5,,,,,,,,0,0
ONT,NA,NA-7,RP,42.44048889,-76.49535833,5,,,,,,,,0,0
SC,NA,NA-70,Knox,41.29526944,-86.62071111,1,71,75,6.6,37,36.8,20,616,616,1
ONT,NA,NA-70,Knox,41.29526944,-86.62071111,1,196,207,2.2,28,29.1,63,1083,1083,1
SC,NA,NA-70,Knox,41.29526944,-86.62071111,2,76,80,5.2,21,32,10,371,371,1
ONT,NA,NA-70,Knox,41.29526944,-86.62071111,2,187,209,3.6,33,23.1,9,204,204,1
SC,NA,NA-70,Knox,41.29526944,-86.62071111,3,72,77,5.7,30,43.7,35,1222,1222,1
ONT,NA,NA-70,Knox,41.29526944,-86.62071111,3,194,206,2.6,37,28.1,35,679,679,1
SC,NA,NA-70,Knox,41.29526944,-86.62071111,4,76,80,8.3,43,35.1,12,618,618,1
ONT,NA,NA-70,Knox,41.29526944,-86.62071111,4,193,206,2.6,27,26.7,20,444,444,1
SC,NA,NA-70,Knox,41.29526944,-86.62071111,5,76,79,5.7,32,28.2,22,384,384,1
ONT,NA,NA-70,Knox,41.29526944,-86.62071111,5,196,206,2.5,29,24,20,410,410,1
ONT,NA,NA-71,FM,42.44048889,-76.49535833,1,198,209,3.3,38,36.5,107,1702,1702,1
SC,NA,NA-71,FM,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-71,FM,42.44048889,-76.49535833,2,78,84,6.9,30,43.1,62,942,942,1
ONT,NA,NA-71,FM,42.44048889,-76.49535833,2,202,213,1.9,20,28.4,11,211,211,1
SC,NA,NA-71,FM,42.44048889,-76.49535833,3,80,87,6.4,35,45.8,12,283,283,1
ONT,NA,NA-71,FM,42.44048889,-76.49535833,3,196,207,3,32,28.6,24,423,423,1
SC,NA,NA-71,FM,42.44048889,-76.49535833,4,80,87,,35,50.5,93,1876,1876,1
ONT,NA,NA-71,FM,42.44048889,-76.49535833,4,195,207,2.5,33,28.3,10,189,189,1
SC,NA,NA-71,FM,42.44048889,-76.49535833,5,81,88,7.6,40,40.3,11,347,347,1
ONT,NA,NA-71,FM,42.44048889,-76.49535833,5,198,207,3.1,26,27.8,7,164,164,1
ONT,NA,NA-72,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-72,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-72,RP,42.44048889,-76.49535833,2,,,,,,,,0,0
ONT,NA,NA-72,RP,42.44048889,-76.49535833,2,,,,,,,,0,0
ONT,NA,NA-72,RP,42.44048889,-76.49535833,3,,,,,,,,0,0
SC,NA,NA-72,RP,42.44048889,-76.49535833,3,91,93,6.6,40,29.3,23,149,149,1
ONT,NA,NA-72,RP,42.44048889,-76.49535833,4,,,,,,,,0,0
SC,NA,NA-72,RP,42.44048889,-76.49535833,4,90,92,6.1,40,33.5,7,200,200,1
ONT,NA,NA-72,RP,42.44048889,-76.49535833,5,196,206,3.4,35,25.4,14,373,373,1
SC,NA,NA-72,RP,42.44048889,-76.49535833,5,,,,,,,,0,0
ONT,NA,NA-73,ColdSpringHarborLab,40.87063056,-73.4583,1,,,,,,,,0,0
SC,NA,NA-73,ColdSpringHarborLab,40.87063056,-73.4583,1,79,85,8.6,40,44.6,43,525,525,1
ONT,NA,NA-73,ColdSpringHarborLab,40.87063056,-73.4583,2,200,207,3.8,31,31.5,43,808,808,1
SC,NA,NA-73,ColdSpringHarborLab,40.87063056,-73.4583,2,78,85,10.5,32,43.3,44,809,809,1
ONT,NA,NA-73,ColdSpringHarborLab,40.87063056,-73.4583,3,201,213,4.2,23,37.3,88,1693,1693,1
SC,NA,NA-73,ColdSpringHarborLab,40.87063056,-73.4583,3,85,91,4.4,32,32.7,7,116,116,1
SC,NA,NA-73,ColdSpringHarborLab,40.87063056,-73.4583,4,86,92,6.5,43,30.6,16,179,179,1
ONT,NA,NA-73,ColdSpringHarborLab,40.87063056,-73.4583,4,198,206,2.1,34,24.9,6,104,104,1
ONT,NA,NA-73,ColdSpringHarborLab,40.87063056,-73.4583,5,196,207,3.5,34,32.3,17,470,470,1
SC,NA,NA-73,ColdSpringHarborLab,40.87063056,-73.4583,5,86,90,5.2,32,29,10,211,211,1
SC,NA,NA-74,HarvardSquare,42.36683056,-71.10598889,1,79,85,12.3,63,38.3,190,2063,2063,1
ONT,NA,NA-74,HarvardSquare,42.36683056,-71.10598889,1,201,213,3.6,31,31.2,41,746,746,1
ONT,NA,NA-74,HarvardSquare,42.36683056,-71.10598889,2,198,207,4,38,29.7,16,397,397,1
SC,NA,NA-74,HarvardSquare,42.36683056,-71.10598889,2,77,82,9.2,36,51.6,36,816,816,1
ONT,NA,NA-74,HarvardSquare,42.36683056,-71.10598889,3,,,,,,,,0,0
SC,NA,NA-74,HarvardSquare,42.36683056,-71.10598889,3,84,89,8.3,37,37.6,26,226,226,1
SC,NA,NA-74,HarvardSquare,42.36683056,-71.10598889,4,80,87,9.6,33,31.8,26,601,601,1
ONT,NA,NA-74,HarvardSquare,42.36683056,-71.10598889,4,203,213,1.4,16,13.9,3,24,24,1
SC,NA,NA-74,HarvardSquare,42.36683056,-71.10598889,5,83,80,6.5,37,38.8,23,265,265,1
ONT,NA,NA-74,HarvardSquare,42.36683056,-71.10598889,5,200,209,3.6,29,29.1,12,270,270,1
ONT,NA,NA-75,Knox,41.29526944,-86.62071111,1,198,206,2.6,25,35.2,99,1406,1406,1
SC,NA,NA-75,Knox,41.29526944,-86.62071111,1,77,80,8.8,22,44.3,50,786,786,1
ONT,NA,NA-75,Knox,41.29526944,-86.62071111,2,199,207,4.1,30,30,48,907,907,1
SC,NA,NA-75,Knox,41.29526944,-86.62071111,2,,,,,,,,0,0
SC,NA,NA-75,Knox,41.29526944,-86.62071111,3,86,87,7.7,52,33.3,14,217,217,1
ONT,NA,NA-75,Knox,41.29526944,-86.62071111,3,198,206,3.3,30,32,43,760,760,1
SC,NA,NA-75,Knox,41.29526944,-86.62071111,4,84,87,7.5,38,34.8,13,312,312,1
ONT,NA,NA-75,Knox,41.29526944,-86.62071111,4,196,206,2.1,25,22.1,4,105,105,1
ONT,NA,NA-75,Knox,41.29526944,-86.62071111,5,,,,,,,,0,0
SC,NA,NA-75,Knox,41.29526944,-86.62071111,5,82,85,8.1,44,38.4,41,718,718,1
SC,NA,NA-76,Knox,41.29526944,-86.62071111,1,77,80,8.1,63,49.9,32,1110,1110,1
ONT,NA,NA-76,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
SC,NA,NA-76,Knox,41.29526944,-86.62071111,2,79,82,5.8,29,46.3,12,314,314,1
ONT,NA,NA-76,Knox,41.29526944,-86.62071111,2,,,,,,,,0,0
SC,NA,NA-76,Knox,41.29526944,-86.62071111,3,77,80,5.5,27,37.6,18,297,297,1
ONT,NA,NA-76,Knox,41.29526944,-86.62071111,3,198,207,3.7,28,31.1,25,484,484,1
ONT,NA,NA-76,Knox,41.29526944,-86.62071111,4,194,213,2.4,33,32.4,10,278,278,1
SC,NA,NA-76,Knox,41.29526944,-86.62071111,4,85,88,9,34,42.1,40,979,979,1
ONT,NA,NA-76,Knox,41.29526944,-86.62071111,5,196,206,3.1,25,30.6,7,181,181,1
SC,NA,NA-76,Knox,41.29526944,-86.62071111,5,88,92,6.4,47,31.2,11,255,255,1
ONT,NA,NA-77,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
SC,NA,NA-77,Knox,41.29526944,-86.62071111,1,80,84,12.3,37,40.3,223,1753,1753,1
ONT,NA,NA-77,Knox,41.29526944,-86.62071111,2,202,208,5.6,41,37.5,41,902,902,1
SC,NA,NA-77,Knox,41.29526944,-86.62071111,2,80,82,5.3,20,41.4,6,184,184,1
ONT,NA,NA-77,Knox,41.29526944,-86.62071111,3,200,207,4.2,27,32.9,23,579,579,1
SC,NA,NA-77,Knox,41.29526944,-86.62071111,3,88,90,6.5,57,29.2,12,195,195,1
SC,NA,NA-77,Knox,41.29526944,-86.62071111,4,87,90,6.4,46,40.4,11,242,242,1
ONT,NA,NA-77,Knox,41.29526944,-86.62071111,4,196,207,2.7,34,32.3,8,188,188,1
ONT,NA,NA-77,Knox,41.29526944,-86.62071111,5,199,214,3.6,39,35,15,459,459,1
SC,NA,NA-77,Knox,41.29526944,-86.62071111,5,81,87,10.9,37,33.7,81,1641,1641,1
ONT,NA,NA-79,RP,42.44048889,-76.49535833,1,198,207,2.5,27,25.4,17,324,324,1
SC,NA,NA-79,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-79,RP,42.44048889,-76.49535833,2,,,,,,,,0,0
ONT,NA,NA-79,RP,42.44048889,-76.49535833,2,196,207,2.7,26,31.2,57,1125,1125,1
SC,NA,NA-79,RP,42.44048889,-76.49535833,3,93,106,4.7,48,28.1,8,86,86,1
ONT,NA,NA-79,RP,42.44048889,-76.49535833,3,,,,,,,,0,0
SC,NA,NA-79,RP,42.44048889,-76.49535833,4,87,90,8.1,50,34.3,21,325,325,1
ONT,NA,NA-79,RP,42.44048889,-76.49535833,4,196,206,2.4,28,25.6,8,221,221,1
ONT,NA,NA-79,RP,42.44048889,-76.49535833,5,196,206,3,29,22.2,10,218,218,1
SC,NA,NA-79,RP,42.44048889,-76.49535833,5,90,94,4.9,40,17.2,9,225,225,1
ONT,NA,NA-8,RRS,41.53465,-86.42613056,1,198,207,3.6,27,31.4,36,322,322,1
SC,NA,NA-8,RRS,41.53465,-86.42613056,1,,,,,,,,0,0
SC,NA,NA-8,RRS,41.53465,-86.42613056,2,79,85,12.8,40,49.2,147,2828,2828,1
ONT,NA,NA-8,RRS,41.53465,-86.42613056,2,198,209,3.2,30,30,19,400,400,1
ONT,NA,NA-8,RRS,41.53465,-86.42613056,3,,,,,,,,0,0
SC,NA,NA-8,RRS,41.53465,-86.42613056,3,,,,,,,,0,0
ONT,NA,NA-8,RRS,41.53465,-86.42613056,4,198,206,2.1,21,25.5,5,115,115,1
SC,NA,NA-8,RRS,41.53465,-86.42613056,4,81,88,7.3,35,39.6,10,270,270,1
ONT,NA,NA-8,RRS,41.53465,-86.42613056,5,196,207,3,32,29.9,8,210,210,1
SC,NA,NA-8,RRS,41.53465,-86.42613056,5,86,91,5.8,39,36,39,253,253,1
ONT,NA,NA-80,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
SC,NA,NA-80,Knox,41.29526944,-86.62071111,1,84,83,8.5,47,28.2,57,733,733,1
ONT,NA,NA-80,Knox,41.29526944,-86.62071111,2,,,,,,,,0,0
SC,NA,NA-80,Knox,41.29526944,-86.62071111,2,80,85,8.9,20,40.7,17,595,595,1
ONT,NA,NA-80,Knox,41.29526944,-86.62071111,3,,,,,,,,0,0
SC,NA,NA-80,Knox,41.29526944,-86.62071111,3,88,92,2.8,21,17.5,4,43,43,1
SC,NA,NA-80,Knox,41.29526944,-86.62071111,4,86,87,9,58,42.1,20,514,514,1
ONT,NA,NA-80,Knox,41.29526944,-86.62071111,4,195,203,2.9,36,24.6,7,132,132,1
ONT,NA,NA-80,Knox,41.29526944,-86.62071111,5,,,,,,,,0,0
SC,NA,NA-80,Knox,41.29526944,-86.62071111,5,101,,0.8,9,3.3,0,2,2,1
SC,NA,NA-81,HarvardSquare,42.36683056,-71.10598889,1,76,80,9.6,53,45.2,41,843,843,1
ONT,NA,NA-81,HarvardSquare,42.36683056,-71.10598889,1,200,209,3.8,32,34.7,32,642,642,1
ONT,NA,NA-81,HarvardSquare,42.36683056,-71.10598889,2,198,209,3.5,34,30.6,10,217,217,1
SC,NA,NA-81,HarvardSquare,42.36683056,-71.10598889,2,78,84,11.3,37,52.2,36,947,947,1
ONT,NA,NA-81,HarvardSquare,42.36683056,-71.10598889,3,198,209,3.1,29,27.6,25,487,487,1
SC,NA,NA-81,HarvardSquare,42.36683056,-71.10598889,3,,,,,,,,0,0
SC,NA,NA-81,HarvardSquare,42.36683056,-71.10598889,4,86,91,12.2,41,43.3,103,1018,1018,1
ONT,NA,NA-81,HarvardSquare,42.36683056,-71.10598889,4,196,206,2.8,29,26,8,162,162,1
ONT,NA,NA-81,HarvardSquare,42.36683056,-71.10598889,5,198,208,3.6,35,32.2,11,302,302,1
SC,NA,NA-81,HarvardSquare,42.36683056,-71.10598889,5,81,90,6.4,37,36.7,11,290,290,1
SC,NA,NA-82,RP,42.44048889,-76.49535833,1,110,114,2.8,25,,,,0,1
ONT,NA,NA-82,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-82,RP,42.44048889,-76.49535833,2,93,96,5.5,48,28.3,7,118,118,1
ONT,NA,NA-82,RP,42.44048889,-76.49535833,2,196,209,3,43,24.6,17,331,331,1
SC,NA,NA-82,RP,42.44048889,-76.49535833,3,88,92,5.8,47,30.7,9,111,111,1
ONT,NA,NA-82,RP,42.44048889,-76.49535833,3,196,207,3.7,29,29.2,60,1153,1153,1
SC,NA,NA-82,RP,42.44048889,-76.49535833,4,88,92,6.8,46,27.5,11,232,232,1
ONT,NA,NA-82,RP,42.44048889,-76.49535833,4,195,206,2.6,22,21.4,11,189,189,1
SC,NA,NA-82,RP,42.44048889,-76.49535833,5,98,101,3.8,30,9.3,6,87,87,1
ONT,NA,NA-82,RP,42.44048889,-76.49535833,5,196,206,2.4,22,23.2,10,188,188,1
ONT,NA,NA-84,KEN,41.76331111,-72.67403056,1,,,,,,,,0,0
SC,NA,NA-84,KEN,41.76331111,-72.67403056,1,77,82,9.1,61,44.5,49,950,950,1
ONT,NA,NA-84,KEN,41.76331111,-72.67403056,2,,,,,,,,0,0
SC,NA,NA-84,KEN,41.76331111,-72.67403056,2,81,91,9.7,35,45.4,85,1105,1105,1
SC,NA,NA-84,KEN,41.76331111,-72.67403056,3,83,88,4.7,24,32.6,7,86,86,1
ONT,NA,NA-84,KEN,41.76331111,-72.67403056,3,198,207,3.9,33,30.9,32,654,654,1
SC,NA,NA-84,KEN,41.76331111,-72.67403056,4,84,88,9.5,42,38.8,30,440,440,1
ONT,NA,NA-84,KEN,41.76331111,-72.67403056,4,198,207,2.1,23,26.1,5,98,98,1
SC,NA,NA-84,KEN,41.76331111,-72.67403056,5,85,90,10.1,46,46.3,63,842,842,1
ONT,NA,NA-84,KEN,41.76331111,-72.67403056,5,,,,,,,,0,0
SC,NA,NA-85,FM,42.44048889,-76.49535833,1,80,87,9.8,43,37.9,140,1512,1512,1
ONT,NA,NA-85,FM,42.44048889,-76.49535833,1,199,208,3.9,33,32.7,43,345,345,1
SC,NA,NA-85,FM,42.44048889,-76.49535833,2,76,82,8.1,34,46.4,29,731,731,1
ONT,NA,NA-85,FM,42.44048889,-76.49535833,2,198,207,5,39,34.3,39,817,817,1
ONT,NA,NA-85,FM,42.44048889,-76.49535833,3,,,,,,,,0,0
SC,NA,NA-85,FM,42.44048889,-76.49535833,3,80,86,6.7,30,26.6,10,238,238,1
SC,NA,NA-85,FM,42.44048889,-76.49535833,4,83,88,3.3,21,37,7,89,89,1
ONT,NA,NA-85,FM,42.44048889,-76.49535833,4,196,207,2.7,29,26.7,7,118,118,1
SC,NA,NA-85,FM,42.44048889,-76.49535833,5,78,85,7.4,40,36,16,343,343,1
ONT,NA,NA-85,FM,42.44048889,-76.49535833,5,196,208,3,25,31.7,23,496,496,1
ONT,NA,NA-86,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
SC,NA,NA-86,Knox,41.29526944,-86.62071111,1,76,80,8.4,49,50,37,566,566,1
ONT,NA,NA-86,Knox,41.29526944,-86.62071111,2,196,206,3.2,36,35.6,46,879,879,1
SC,NA,NA-86,Knox,41.29526944,-86.62071111,2,77,82,8.1,35,22.2,37,688,688,1
ONT,NA,NA-86,Knox,41.29526944,-86.62071111,3,198,208,4.2,30,34.8,69,1413,1413,1
SC,NA,NA-86,Knox,41.29526944,-86.62071111,3,80,86,6.5,37,43.3,19,224,224,1
SC,NA,NA-86,Knox,41.29526944,-86.62071111,4,90,92,2.8,24,27.6,6,52,52,1
ONT,NA,NA-86,Knox,41.29526944,-86.62071111,4,193,206,2.9,34,30.5,9,195,195,1
SC,NA,NA-86,Knox,41.29526944,-86.62071111,5,81,87,15.1,38,44.5,126,2293,2293,1
ONT,NA,NA-86,Knox,41.29526944,-86.62071111,5,198,208,3.6,38,31,13,358,358,1
ONT,NA,NA-88,LIN,41.72883889,-71.28213889,1,199,213,4.6,37,33.9,48,852,852,1
SC,NA,NA-88,LIN,41.72883889,-71.28213889,1,,,,,,,,0,0
ONT,NA,NA-88,LIN,41.72883889,-71.28213889,2,196,213,4.1,37,25.9,49,1063,1063,1
SC,NA,NA-88,LIN,41.72883889,-71.28213889,2,74,82,10,41,35,24,188,188,1
SC,NA,NA-88,LIN,41.72883889,-71.28213889,3,72,78,7.7,29,42,41,327,327,1
ONT,NA,NA-88,LIN,41.72883889,-71.28213889,3,,,,,,,,0,0
ONT,NA,NA-88,LIN,41.72883889,-71.28213889,4,196,207,3.8,41,36.8,15,342,342,1
SC,NA,NA-88,LIN,41.72883889,-71.28213889,4,76,83,6.9,32,32.9,23,334,334,1
ONT,NA,NA-88,LIN,41.72883889,-71.28213889,5,200,209,4,37,34.8,13,306,306,1
SC,NA,NA-88,LIN,41.72883889,-71.28213889,5,75,81,8,35,42.5,51,761,761,1
ONT,NA,NA-89,WAR,41.9,-71.43,1,,,,,,,,0,0
SC,NA,NA-89,WAR,41.9,-71.43,1,,,,,,,,0,0
ONT,NA,NA-89,WAR,41.9,-71.43,2,,,,,,,,0,0
SC,NA,NA-89,WAR,41.9,-71.43,2,,,,,,,,0,0
ONT,NA,NA-89,WAR,41.9,-71.43,3,198,213,4.8,41,31.7,46,777,777,1
SC,NA,NA-89,WAR,41.9,-71.43,3,75,82,8.6,36,45,24,569,569,1
ONT,NA,NA-89,WAR,41.9,-71.43,4,201,213,2.9,33,27.7,4,75,75,1
SC,NA,NA-89,WAR,41.9,-71.43,4,75,80,6.3,26,48.6,27,487,487,1
SC,NA,NA-89,WAR,41.9,-71.43,5,76,83,6.5,30,37.4,44,440,440,1
ONT,NA,NA-89,WAR,41.9,-71.43,5,196,209,3.5,34,33.7,61,820,820,1
SC,NA,NA-9,RRS,41.53465,-86.42613056,1,,,,,,,,0,0
ONT,NA,NA-9,RRS,41.53465,-86.42613056,1,198,216,4.5,32,29.1,51,428,428,1
ONT,NA,NA-9,RRS,41.53465,-86.42613056,2,196,207,4.2,32,37.9,64,1431,1431,1
SC,NA,NA-9,RRS,41.53465,-86.42613056,2,78,83,6.8,31,41.1,8,388,388,1
ONT,NA,NA-9,RRS,41.53465,-86.42613056,3,198,208,5,28,30.5,76,1467,1467,1
SC,NA,NA-9,RRS,41.53465,-86.42613056,3,80,82,6.6,41,37.1,14,329,329,1
ONT,NA,NA-9,RRS,41.53465,-86.42613056,4,195,206,4.3,27,39.9,17,413,413,1
SC,NA,NA-9,RRS,41.53465,-86.42613056,4,77,82,8.2,38,41.5,12,348,348,1
ONT,NA,NA-9,RRS,41.53465,-86.42613056,5,198,207,4.1,39,34.4,9,264,264,1
SC,NA,NA-9,RRS,41.53465,-86.42613056,5,75,81,9.1,39,30.7,57,1393,1393,1
SC,NA,NA-90,Tol,41.65378056,-83.53613056,1,79,86,10.4,37,27,27,466,466,1
ONT,NA,NA-90,Tol,41.65378056,-83.53613056,1,206,216,3,33,22,27,347,347,1
SC,NA,NA-90,Tol,41.65378056,-83.53613056,2,81,86,6.5,20,45.5,11,228,228,1
ONT,NA,NA-90,Tol,41.65378056,-83.53613056,2,198,207,3.2,31,29.2,9,224,224,1
ONT,NA,NA-90,Tol,41.65378056,-83.53613056,3,198,207,3,23,27.7,8,181,181,1
SC,NA,NA-90,Tol,41.65378056,-83.53613056,3,,,,,,,,0,0
ONT,NA,NA-90,Tol,41.65378056,-83.53613056,4,196,206,2.8,28,27.2,6,127,127,1
SC,NA,NA-90,Tol,41.65378056,-83.53613056,4,83,88,6.6,39,39.2,12,278,278,1
ONT,NA,NA-90,Tol,41.65378056,-83.53613056,5,196,207,3.1,29,33.4,19,346,346,1
SC,NA,NA-90,Tol,41.65378056,-83.53613056,5,86,86,9,37,34.1,34,510,510,1
SC,NA,NA-92,RP,42.44048889,-76.49535833,1,79,87,6.4,30,45,20,263,263,1
ONT,NA,NA-92,RP,42.44048889,-76.49535833,1,199,209,2,16,26.4,46,746,746,1
SC,NA,NA-92,RP,42.44048889,-76.49535833,2,78,84,7,41,41.4,20,559,559,1
ONT,NA,NA-92,RP,42.44048889,-76.49535833,2,,,,,,,,0,0
ONT,NA,NA-92,RP,42.44048889,-76.49535833,3,,,,,,,,0,0
SC,NA,NA-92,RP,42.44048889,-76.49535833,3,88,91,6.6,52,32.9,25,505,505,1
ONT,NA,NA-92,RP,42.44048889,-76.49535833,4,,,,,,,,0,0
SC,NA,NA-92,RP,42.44048889,-76.49535833,4,86,88,9.5,41,34.1,23,625,625,1
ONT,NA,NA-92,RP,42.44048889,-76.49535833,5,196,206,2.2,23,21.1,8,191,191,1
SC,NA,NA-92,RP,42.44048889,-76.49535833,5,87,90,7.9,54,33.6,18,448,448,1
ONT,NA,NA-93,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-93,RP,42.44048889,-76.49535833,1,89,89,7.5,67,30.6,27,393,393,1
SC,NA,NA-93,RP,42.44048889,-76.49535833,2,92,95,6.2,48,31.1,20,149,149,1
ONT,NA,NA-93,RP,42.44048889,-76.49535833,2,196,208,3.4,35,27.5,26,570,570,1
ONT,NA,NA-93,RP,42.44048889,-76.49535833,3,,,,,,,,0,0
SC,NA,NA-93,RP,42.44048889,-76.49535833,3,79,84,6.4,36,40.4,12,273,273,1
SC,NA,NA-93,RP,42.44048889,-76.49535833,4,88,92,10.8,36,30,77,904,904,1
ONT,NA,NA-93,RP,42.44048889,-76.49535833,4,196,206,2.4,28,27.9,3,264,264,1
ONT,NA,NA-93,RP,42.44048889,-76.49535833,5,,,,,,,,0,0
SC,NA,NA-93,RP,42.44048889,-76.49535833,5,101,106,0.6,12,3.7,0,3,3,1
ONT,NA,NA-94,Tol,41.65378056,-83.53613056,1,203,213,2.6,23,31.1,41,588,588,1
SC,NA,NA-94,Tol,41.65378056,-83.53613056,1,72,80,8.6,39,39.7,52,1484,1484,1
ONT,NA,NA-94,Tol,41.65378056,-83.53613056,2,196,207,3.2,27,32.1,51,927,927,1
SC,NA,NA-94,Tol,41.65378056,-83.53613056,2,84,88,9.3,28,44.6,9,338,338,1
ONT,NA,NA-94,Tol,41.65378056,-83.53613056,3,,,,,,,,0,0
SC,NA,NA-94,Tol,41.65378056,-83.53613056,3,79,84,6.4,35,26.2,15,269,269,1
ONT,NA,NA-94,Tol,41.65378056,-83.53613056,4,196,207,2.8,31,30,21,306,306,1
SC,NA,NA-94,Tol,41.65378056,-83.53613056,4,83,88,6.3,36,36.5,10,322,322,1
ONT,NA,NA-94,Tol,41.65378056,-83.53613056,5,198,206,4,31,31.5,21,427,427,1
SC,NA,NA-94,Tol,41.65378056,-83.53613056,5,79,85,9.2,43,45.2,34,560,560,1
ONT,NA,NA-96,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-96,RP,42.44048889,-76.49535833,1,89,92,7.5,41,21.6,25,224,224,1
ONT,NA,NA-96,RP,42.44048889,-76.49535833,2,,,,,,,,0,0
SC,NA,NA-96,RP,42.44048889,-76.49535833,2,,,,,,,,0,0
