garden,continent,lineid,population,latitude,longitude,experimental.block,dbolt,dfl,rdiam,rlvs,height,branches,fruit,totfruit,survrepro
SC,NA,NA-229,PACF1,40.32831944,-75.05415,5,81,85,7.3,33,48.9,51,955,955,1
SC,NA,NA-23,Knox,41.29526944,-86.62071111,1,71,72,10.4,86,55.7,42,1327,1327,1
ONT,NA,NA-23,Knox,41.29526944,-86.62071111,1,193,203,3.1,28,27.2,40,772,772,1
ONT,NA,NA-23,Knox,41.29526944,-86.62071111,2,196,207,4.2,30,35,73,1452,1452,1
SC,NA,NA-23,Knox,41.29526944,-86.62071111,2,76,82,9.2,52,43.2,21,695,695,1
ONT,NA,NA-23,Knox,41.29526944,-86.62071111,3,,,,,,,,0,0
SC,NA,NA-23,Knox,41.29526944,-86.62071111,3,78,86,12.5,64,52,127,1522,1522,1
SC,NA,NA-23,Knox,41.29526944,-86.62071111,4,77,80,11.6,44,49.2,70,1661,1661,1
ONT,NA,NA-23,Knox,41.29526944,-86.62071111,4,193,201,3.1,32,30.4,12,263,263,1
ONT,NA,NA-23,Knox,41.29526944,-86.62071111,5,198,208,3.9,31,29.3,28,437,437,1
SC,NA,NA-23,Knox,41.29526944,-86.62071111,5,76,82,9.2,46,57.4,68,1767,1767,1
SC,NA,NA-230,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
ONT,NA,NA-230,PACF1,40.32831944,-75.05415,1,198,208,1.8,21,24.5,10,190,190,1
ONT,NA,NA-230,PACF1,40.32831944,-75.05415,2,196,207,2.7,31,32,43,762,762,1
SC,NA,NA-230,PACF1,40.32831944,-75.05415,2,69,71,5.3,17,47.4,15,291,291,1
SC,NA,NA-230,PACF1,40.32831944,-75.05415,3,77,80,7.3,41,43,21,556,556,1
ONT,NA,NA-230,PACF1,40.32831944,-75.05415,3,198,207,5.2,34,30.5,63,1125,1125,1
ONT,NA,NA-230,PACF1,40.32831944,-75.05415,4,195,206,2.5,29,27.8,15,225,225,1
SC,NA,NA-230,PACF1,40.32831944,-75.05415,4,,,,,,,,0,0
SC,NA,NA-230,PACF1,40.32831944,-75.05415,5,88,88,6.9,52,29.2,14,310,310,1
ONT,NA,NA-230,PACF1,40.32831944,-75.05415,5,196,207,4.3,39,36.4,38,866,866,1
ONT,NA,NA-231,PACF1,40.32831944,-75.05415,1,198,208,4.5,30,36.2,42,632,632,1
SC,NA,NA-231,PACF1,40.32831944,-75.05415,1,80,89,7.7,25,42.4,16,361,361,1
ONT,NA,NA-231,PACF1,40.32831944,-75.05415,2,196,207,2.2,17,27.5,11,217,217,1
SC,NA,NA-231,PACF1,40.32831944,-75.05415,2,79,84,10.8,29,43.3,24,532,532,1
SC,NA,NA-231,PACF1,40.32831944,-75.05415,3,,,,,,,,0,0
ONT,NA,NA-231,PACF1,40.32831944,-75.05415,3,196,207,3.4,25,32.4,52,912,912,1
SC,NA,NA-231,PACF1,40.32831944,-75.05415,4,82,88,11.3,40,48.2,44,898,898,1
ONT,NA,NA-231,PACF1,40.32831944,-75.05415,4,196,206,3,31,36.8,10,271,271,1
ONT,NA,NA-231,PACF1,40.32831944,-75.05415,5,198,207,3.9,31,31.6,26,558,558,1
SC,NA,NA-231,PACF1,40.32831944,-75.05415,5,80,86,12.1,35,42.1,81,1673,1673,1
ONT,NA,NA-232,PACF1,40.32831944,-75.05415,1,198,207,3.9,32,32.6,22,359,359,1
SC,NA,NA-232,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
ONT,NA,NA-232,PACF1,40.32831944,-75.05415,2,201,208,2.3,25,29.5,12,258,258,1
SC,NA,NA-232,PACF1,40.32831944,-75.05415,2,83,89,4.3,20,31,10,132,132,1
ONT,NA,NA-232,PACF1,40.32831944,-75.05415,3,,,,,,,,0,0
SC,NA,NA-232,PACF1,40.32831944,-75.05415,3,78,84,8.4,40,46.1,16,377,377,1
SC,NA,NA-232,PACF1,40.32831944,-75.05415,4,90,94,3.4,24,28.8,5,58,58,1
ONT,NA,NA-232,PACF1,40.32831944,-75.05415,4,195,207,2.2,27,26,6,112,112,1
ONT,NA,NA-232,PACF1,40.32831944,-75.05415,5,195,207,3.7,31,31.3,17,414,414,1
SC,NA,NA-232,PACF1,40.32831944,-75.05415,5,78,86,12.5,42,42,118,1620,1620,1
SC,NA,NA-234,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
ONT,NA,NA-234,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
ONT,NA,NA-234,PACF1,40.32831944,-75.05415,2,196,207,2.7,37,31,11,353,353,1
SC,NA,NA-234,PACF1,40.32831944,-75.05415,2,79,85,5.7,26,41.4,18,361,361,1
SC,NA,NA-234,PACF1,40.32831944,-75.05415,3,81,87,11.2,43,38.1,51,920,920,1
ONT,NA,NA-234,PACF1,40.32831944,-75.05415,3,,,,,,,,0,0
ONT,NA,NA-234,PACF1,40.32831944,-75.05415,4,,,,,,,,0,0
SC,NA,NA-234,PACF1,40.32831944,-75.05415,4,86,90,4.8,33,31.4,9,126,126,1
SC,NA,NA-234,PACF1,40.32831944,-75.05415,5,83,87,10.4,38,42.2,48,931,931,1
ONT,NA,NA-234,PACF1,40.32831944,-75.05415,5,198,207,2.4,24,23.5,7,129,129,1
ONT,NA,NA-235,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
SC,NA,NA-235,PACF1,40.32831944,-75.05415,1,78,84,11.1,81,29.1,77,1541,1541,1
SC,NA,NA-235,PACF1,40.32831944,-75.05415,2,76,80,8.3,43,47.6,35,684,684,1
ONT,NA,NA-235,PACF1,40.32831944,-75.05415,2,202,208,2.5,24,22.6,5,82,82,1
SC,NA,NA-235,PACF1,40.32831944,-75.05415,3,80,85,7.1,36,45.3,21,312,312,1
ONT,NA,NA-235,PACF1,40.32831944,-75.05415,3,198,207,3.3,29,29.8,22,454,454,1
ONT,NA,NA-235,PACF1,40.32831944,-75.05415,4,196,207,2.8,33,25.3,7,123,123,1
SC,NA,NA-235,PACF1,40.32831944,-75.05415,4,79,86,8.4,38,29.1,24,496,496,1
ONT,NA,NA-235,PACF1,40.32831944,-75.05415,5,196,207,2.6,27,29.4,11,248,248,1
SC,NA,NA-235,PACF1,40.32831944,-75.05415,5,78,84,13.3,48,51.5,72,1444,1444,1
ONT,NA,NA-236,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
SC,NA,NA-236,PACF1,40.32831944,-75.05415,1,80,84,5.8,33,42.1,31,393,393,1
ONT,NA,NA-236,PACF1,40.32831944,-75.05415,2,196,206,3.1,32,31.9,25,523,523,1
SC,NA,NA-236,PACF1,40.32831944,-75.05415,2,80,86,9.2,26,49,29,556,556,1
SC,NA,NA-236,PACF1,40.32831944,-75.05415,3,77,83,9.1,46,44.4,21,469,469,1
ONT,NA,NA-236,PACF1,40.32831944,-75.05415,3,198,207,3.9,33,29.2,33,603,603,1
SC,NA,NA-236,PACF1,40.32831944,-75.05415,4,84,88,8.8,43,31.3,18,445,445,1
ONT,NA,NA-236,PACF1,40.32831944,-75.05415,4,196,206,2.6,33,28.9,9,209,209,1
SC,NA,NA-236,PACF1,40.32831944,-75.05415,5,79,86,12.5,46,37.1,81,1229,1229,1
ONT,NA,NA-236,PACF1,40.32831944,-75.05415,5,,,,,,,,0,0
SC,NA,NA-24,ColdSpringHarborLab,40.87063056,-73.4583,1,69,71,6.8,20,48.3,36,687,687,1
ONT,NA,NA-24,ColdSpringHarborLab,40.87063056,-73.4583,1,196,206,2.2,21,38.1,45,654,654,1
ONT,NA,NA-24,ColdSpringHarborLab,40.87063056,-73.4583,2,194,203,3.6,31,43.7,14,376,376,1
SC,NA,NA-24,ColdSpringHarborLab,40.87063056,-73.4583,2,70,76,4.8,22,41.3,15,305,305,1
SC,NA,NA-24,ColdSpringHarborLab,40.87063056,-73.4583,3,71,76,7.4,32,47,22,587,587,1
ONT,NA,NA-24,ColdSpringHarborLab,40.87063056,-73.4583,3,,,,,,,,0,0
ONT,NA,NA-24,ColdSpringHarborLab,40.87063056,-73.4583,4,194,206,3.1,22,35.4,5,158,158,1
SC,NA,NA-24,ColdSpringHarborLab,40.87063056,-73.4583,4,90,94,0.8,7,,,,0,1
SC,NA,NA-24,ColdSpringHarborLab,40.87063056,-73.4583,5,71,76,6,18,59.2,43,1136,1136,1
ONT,NA,NA-24,ColdSpringHarborLab,40.87063056,-73.4583,5,196,206,2.6,21,51.3,85,1310,1310,1
SC,NA,NA-243,ColdSpringHarborLab,40.87063056,-73.4583,1,,,,,,,,0,0
ONT,NA,NA-243,ColdSpringHarborLab,40.87063056,-73.4583,1,198,206,3.1,24,32,31,608,608,1
SC,NA,NA-243,ColdSpringHarborLab,40.87063056,-73.4583,2,,,,,,,,0,0
ONT,NA,NA-243,ColdSpringHarborLab,40.87063056,-73.4583,2,196,206,2.9,30,35.2,45,1015,1015,1
SC,NA,NA-243,ColdSpringHarborLab,40.87063056,-73.4583,3,78,82,7.1,44,39.2,16,354,354,1
ONT,NA,NA-243,ColdSpringHarborLab,40.87063056,-73.4583,3,195,206,2.4,25,26.6,10,258,258,1
ONT,NA,NA-243,ColdSpringHarborLab,40.87063056,-73.4583,4,196,206,2.5,29,28.9,6,182,182,1
SC,NA,NA-243,ColdSpringHarborLab,40.87063056,-73.4583,4,,,,,,,,0,0
SC,NA,NA-243,ColdSpringHarborLab,40.87063056,-73.4583,5,81,88,7.6,36,39.2,38,712,712,1
ONT,NA,NA-243,ColdSpringHarborLab,40.87063056,-73.4583,5,195,206,3,25,31.5,11,276,276,1
ONT,NA,NA-247,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-247,RP,42.44048889,-76.49535833,1,94,102,3.3,28,16.1,7,21,21,1
SC,NA,NA-247,RP,42.44048889,-76.49535833,2,,,,,,,,0,0
ONT,NA,NA-247,RP,42.44048889,-76.49535833,2,196,206,2.4,27,24.7,9,239,239,1
ONT,NA,NA-247,RP,42.44048889,-76.49535833,3,196,206,2,21,20,6,105,105,1
SC,NA,NA-247,RP,42.44048889,-76.49535833,3,88,91,8.1,47,36.6,13,331,331,1
SC,NA,NA-247,RP,42.44048889,-76.49535833,4,90,95,5,28,27.3,8,151,151,1
ONT,NA,NA-247,RP,42.44048889,-76.49535833,4,202,209,1.2,15,10.1,1,17,17,1
ONT,NA,NA-247,RP,42.44048889,-76.49535833,5,,,,,,,,0,0
SC,NA,NA-247,RP,42.44048889,-76.49535833,5,87,91,6.9,43,24.5,18,511,511,1
ONT,NA,NA-248,Tol,41.65378056,-83.53613056,1,,,,,,,,0,0
SC,NA,NA-248,Tol,41.65378056,-83.53613056,1,,,,,,,,0,0
SC,NA,NA-248,Tol,41.65378056,-83.53613056,2,78,82,7.7,28,46.3,25,451,451,1
ONT,NA,NA-248,Tol,41.65378056,-83.53613056,2,,,,,,,,0,0
ONT,NA,NA-248,Tol,41.65378056,-83.53613056,3,201,213,3.1,21,27.7,38,563,563,1
SC,NA,NA-248,Tol,41.65378056,-83.53613056,3,73,78,9.9,73,44.7,98,1988,1988,1
SC,NA,NA-248,Tol,41.65378056,-83.53613056,4,80,88,9.2,49,40.5,17,398,398,1
ONT,NA,NA-248,Tol,41.65378056,-83.53613056,4,196,207,4.2,43,34.5,13,348,348,1
SC,NA,NA-248,Tol,41.65378056,-83.53613056,5,86,90,5,28,36.8,8,175,175,1
ONT,NA,NA-248,Tol,41.65378056,-83.53613056,5,198,209,3.2,34,26.7,25,321,321,1
ONT,NA,NA-249,Tol,41.65378056,-83.53613056,1,198,207,3.2,28,36.8,19,385,385,1
SC,NA,NA-249,Tol,41.65378056,-83.53613056,1,71,77,6.7,22,52,36,732,732,1
SC,NA,NA-249,Tol,41.65378056,-83.53613056,2,,,,,,,,0,0
ONT,NA,NA-249,Tol,41.65378056,-83.53613056,2,195,206,2.3,22,29.2,13,205,205,1
ONT,NA,NA-249,Tol,41.65378056,-83.53613056,3,196,206,3.4,27,33.3,20,344,344,1
SC,NA,NA-249,Tol,41.65378056,-83.53613056,3,77,82,6.1,34,38.3,9,281,281,1
SC,NA,NA-249,Tol,41.65378056,-83.53613056,4,74,79,9.5,41,57.9,20,549,549,1
ONT,NA,NA-249,Tol,41.65378056,-83.53613056,4,194,206,3.2,32,36.4,14,374,374,1
ONT,NA,NA-249,Tol,41.65378056,-83.53613056,5,192,206,2.6,29,40.4,12,296,296,1
SC,NA,NA-249,Tol,41.65378056,-83.53613056,5,74,78,8.1,26,56,18,550,550,1
SC,NA,NA-25,Knox,41.29526944,-86.62071111,1,73,78,11.1,71,45.4,65,1685,1685,1
ONT,NA,NA-25,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
ONT,NA,NA-25,Knox,41.29526944,-86.62071111,2,198,207,2.8,37,33.8,16,305,305,1
SC,NA,NA-25,Knox,41.29526944,-86.62071111,2,76,80,9.2,58,49,108,1112,1112,1
SC,NA,NA-25,Knox,41.29526944,-86.62071111,3,79,81,10.2,59,42.7,45,1030,1030,1
ONT,NA,NA-25,Knox,41.29526944,-86.62071111,3,,,,,,,,0,0
SC,NA,NA-25,Knox,41.29526944,-86.62071111,4,82,86,7.5,41,30.9,18,420,420,1
ONT,NA,NA-25,Knox,41.29526944,-86.62071111,4,196,206,2.8,36,30,18,222,222,1
SC,NA,NA-25,Knox,41.29526944,-86.62071111,5,103,110,2,17,7.3,2,4,4,1
ONT,NA,NA-25,Knox,41.29526944,-86.62071111,5,198,207,3,29,26.4,6,129,129,1
SC,NA,NA-250,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
ONT,NA,NA-250,Knox,41.29526944,-86.62071111,1,196,206,3,25,26.7,16,413,413,1
ONT,NA,NA-250,Knox,41.29526944,-86.62071111,2,196,207,1.9,24,29.4,27,509,509,1
SC,NA,NA-250,Knox,41.29526944,-86.62071111,2,,,,,,,,0,0
ONT,NA,NA-250,Knox,41.29526944,-86.62071111,3,196,206,3.9,38,32.1,59,1209,1209,1
SC,NA,NA-250,Knox,41.29526944,-86.62071111,3,,,,,,,,0,0
ONT,NA,NA-250,Knox,41.29526944,-86.62071111,4,198,207,6.6,49,34.6,18,598,598,1
SC,NA,NA-250,Knox,41.29526944,-86.62071111,4,,,,,29.4,41,588,588,1
SC,NA,NA-250,Knox,41.29526944,-86.62071111,5,,,,,,,,0,0
ONT,NA,NA-250,Knox,41.29526944,-86.62071111,5,202,213,1.5,13,11.5,3,33,33,1
SC,NA,NA-253,NYOF,40.77777778,-72.90694444,1,77,80,5.8,41,38.5,9,316,316,1
ONT,NA,NA-253,NYOF,40.77777778,-72.90694444,1,,,,,,,,0,0
SC,NA,NA-253,NYOF,40.77777778,-72.90694444,2,73,78,10.6,31,47.8,72,2094,2094,1
ONT,NA,NA-253,NYOF,40.77777778,-72.90694444,2,196,207,3.2,26,30,10,192,192,1
SC,NA,NA-253,NYOF,40.77777778,-72.90694444,3,76,80,8.2,33,45.5,19,409,409,1
ONT,NA,NA-253,NYOF,40.77777778,-72.90694444,3,,,,,,,,0,0
ONT,NA,NA-253,NYOF,40.77777778,-72.90694444,4,195,206,2.1,24,24.4,15,123,123,1
SC,NA,NA-253,NYOF,40.77777778,-72.90694444,4,76,80,8,37,47.6,29,593,593,1
ONT,NA,NA-253,NYOF,40.77777778,-72.90694444,5,,,,,,,,0,0
SC,NA,NA-253,NYOF,40.77777778,-72.90694444,5,81,87,4.7,27,38.4,13,203,203,1
ONT,NA,NA-255,MD,39.03,-76.8,1,,,,,,,,0,0
SC,NA,NA-255,MD,39.03,-76.8,1,91,96,3.6,38,19.4,8,27,27,1
SC,NA,NA-255,MD,39.03,-76.8,2,83,88,10.6,44,47,36,213,213,1
ONT,NA,NA-255,MD,39.03,-76.8,2,,,,,,,,0,0
ONT,NA,NA-255,MD,39.03,-76.8,3,,,,,,,,0,0
SC,NA,NA-255,MD,39.03,-76.8,3,91,95,5.8,42,33.6,9,42,42,1
SC,NA,NA-255,MD,39.03,-76.8,4,90,95,6.7,41,37.7,50,310,310,1
ONT,NA,NA-255,MD,39.03,-76.8,4,198,207,2.6,39,37.4,9,240,240,1
SC,NA,NA-255,MD,39.03,-76.8,5,87,91,7.8,43,47.1,28,342,342,1
ONT,NA,NA-255,MD,39.03,-76.8,5,,,,,,,,0,0
SC,NA,NA-258,GAO,33.86748333,-83.55061667,1,,,,,,,,0,0
ONT,NA,NA-258,GAO,33.86748333,-83.55061667,1,198,207,2.9,27,26.6,18,322,322,1
ONT,NA,NA-258,GAO,33.86748333,-83.55061667,2,,,,,,,,0,0
SC,NA,NA-258,GAO,33.86748333,-83.55061667,2,79,84,5.9,,35.8,10,317,317,1
ONT,NA,NA-258,GAO,33.86748333,-83.55061667,3,,,,,,,,0,0
SC,NA,NA-258,GAO,33.86748333,-83.55061667,3,85,89,5.4,48,33.8,47,383,383,1
SC,NA,NA-258,GAO,33.86748333,-83.55061667,4,83,88,5.8,24,37.8,7,158,158,1
ONT,NA,NA-258,GAO,33.86748333,-83.55061667,4,196,206,2,23,24.8,16,214,214,1
SC,NA,NA-258,GAO,33.86748333,-83.55061667,5,84,88,12.9,46,48.8,94,1874,1874,1
ONT,NA,NA-258,GAO,33.86748333,-83.55061667,5,198,206,5.1,40,28.7,15,408,408,1
SC,NA,NA-268,SCP,33.7,-80.03333333,1,78,82,5.8,48,38,10,271,271,1
ONT,NA,NA-268,SCP,33.7,-80.03333333,1,,,,,,,,0,0
ONT,NA,NA-268,SCP,33.7,-80.03333333,2,196,207,3.3,34,23.8,8,180,180,1
SC,NA,NA-268,SCP,33.7,-80.03333333,2,,,,,,,,0,0
ONT,NA,NA-268,SCP,33.7,-80.03333333,3,,,,,,,,0,0
SC,NA,NA-268,SCP,33.7,-80.03333333,3,80,86,6.8,35,37.6,27,698,698,1
SC,NA,NA-268,SCP,33.7,-80.03333333,4,87,89,5.8,31,28.9,8,211,211,1
ONT,NA,NA-268,SCP,33.7,-80.03333333,4,,,,,,,,0,0
ONT,NA,NA-268,SCP,33.7,-80.03333333,5,198,207,2.9,28,24.4,21,271,271,1
SC,NA,NA-268,SCP,33.7,-80.03333333,5,90,92,3.1,27,24.5,3,61,61,1
ONT,NA,NA-270,SCP,33.7,-80.03333333,1,,,,,,,,0,0
SC,NA,NA-270,SCP,33.7,-80.03333333,1,86,89,4.3,36,35.7,5,187,187,1
SC,NA,NA-270,SCP,33.7,-80.03333333,2,76,80,9,48,42.4,47,1014,1014,1
ONT,NA,NA-270,SCP,33.7,-80.03333333,2,194,206,2.4,39,25.8,11,194,194,1
ONT,NA,NA-270,SCP,33.7,-80.03333333,3,,,,,,,,0,0
SC,NA,NA-270,SCP,33.7,-80.03333333,3,87,91,5.1,40,36,8,186,186,1
SC,NA,NA-270,SCP,33.7,-80.03333333,4,87,92,8.1,37,41.6,26,615,615,1
ONT,NA,NA-270,SCP,33.7,-80.03333333,4,195,206,3,38,25.5,13,182,182,1
ONT,NA,NA-270,SCP,33.7,-80.03333333,5,198,207,2.7,29,23.3,12,217,217,1
SC,NA,NA-270,SCP,33.7,-80.03333333,5,80,85,5.7,37,31,6,208,208,1
SC,NA,NA-271,SCP,33.7,-80.03333333,1,76,80,7,46,36.1,35,817,817,1
ONT,NA,NA-271,SCP,33.7,-80.03333333,1,202,209,2.1,17,24.2,26,425,425,1
SC,NA,NA-271,SCP,33.7,-80.03333333,2,75,80,6.3,30,37,20,349,349,1
ONT,NA,NA-271,SCP,33.7,-80.03333333,2,202,209,3.3,27,26.2,51,865,865,1
ONT,NA,NA-271,SCP,33.7,-80.03333333,3,200,208,4.4,35,26.7,23,502,502,1
SC,NA,NA-271,SCP,33.7,-80.03333333,3,81,81,7.1,28,28.3,4,300,300,1
SC,NA,NA-271,SCP,33.7,-80.03333333,4,86,90,6.2,35,31.1,7,289,289,1
ONT,NA,NA-271,SCP,33.7,-80.03333333,4,198,207,2.6,27,25,7,192,192,1
SC,NA,NA-271,SCP,33.7,-80.03333333,5,81,85,7.8,42,25.2,5,341,341,1
ONT,NA,NA-271,SCP,33.7,-80.03333333,5,196,206,3.4,36,24.7,63,917,917,1
SC,NA,NA-274,SCE,33.38333333,-80.3,1,,,,,,,,0,0
ONT,NA,NA-274,SCE,33.38333333,-80.3,1,,,,,,,,0,0
SC,NA,NA-274,SCE,33.38333333,-80.3,2,77,82,5.4,33,33.3,13,348,348,1
ONT,NA,NA-274,SCE,33.38333333,-80.3,2,201,209,2,25,27.1,6,127,127,1
ONT,NA,NA-274,SCE,33.38333333,-80.3,3,,,,,,,,0,0
SC,NA,NA-274,SCE,33.38333333,-80.3,3,75,80,9,38,42,10,321,321,1
SC,NA,NA-274,SCE,33.38333333,-80.3,4,79,84,10.4,21,44.1,68,1607,1607,1
ONT,NA,NA-274,SCE,33.38333333,-80.3,4,194,206,2.1,29,24,8,142,142,1
SC,NA,NA-274,SCE,33.38333333,-80.3,5,,,,,,,,0,0
ONT,NA,NA-274,SCE,33.38333333,-80.3,5,198,207,2.9,36,27.2,9,187,187,1
ONT,NA,NA-275,SCE,33.38333333,-80.3,1,,,,,,,,0,0
SC,NA,NA-275,SCE,33.38333333,-80.3,1,80,85,7.4,44,33.9,25,698,698,1
ONT,NA,NA-275,SCE,33.38333333,-80.3,2,198,207,2.1,32,23.6,15,293,293,1
SC,NA,NA-275,SCE,33.38333333,-80.3,2,82,88,12.4,36,37.2,103,2391,2391,1
SC,NA,NA-275,SCE,33.38333333,-80.3,3,79,86,10.2,50,35.2,93,2349,2349,1
ONT,NA,NA-275,SCE,33.38333333,-80.3,3,,,,,,,,0,0
SC,NA,NA-275,SCE,33.38333333,-80.3,4,88,93,4,38,30.1,8,179,179,1
ONT,NA,NA-275,SCE,33.38333333,-80.3,4,,,,,,,,0,0
SC,NA,NA-275,SCE,33.38333333,-80.3,5,87,92,3.3,31,24,6,99,99,1
ONT,NA,NA-275,SCE,33.38333333,-80.3,5,198,207,4.5,46,29.1,21,486,486,1
SC,NA,NA-276,SCE,33.38333333,-80.3,1,70,73,7.9,39,42.3,37,1005,1005,1
ONT,NA,NA-276,SCE,33.38333333,-80.3,1,,,,,,,,0,0
SC,NA,NA-276,SCE,33.38333333,-80.3,2,76,80,5.4,35,38.7,13,438,438,1
ONT,NA,NA-276,SCE,33.38333333,-80.3,2,,,,,,,,0,0
SC,NA,NA-276,SCE,33.38333333,-80.3,3,,,,,,,,0,0
ONT,NA,NA-276,SCE,33.38333333,-80.3,3,,,,,,,,0,0
SC,NA,NA-276,SCE,33.38333333,-80.3,4,80,84,3.2,19,21.1,2,47,47,1
ONT,NA,NA-276,SCE,33.38333333,-80.3,4,,,,,,,,0,0
ONT,NA,NA-276,SCE,33.38333333,-80.3,5,193,203,2.7,24,25.9,11,284,284,1
SC,NA,NA-276,SCE,33.38333333,-80.3,5,73,78,7.8,32,36,31,695,695,1
SC,NA,NA-278,PADT1,40.29760556,-75.14444444,1,73,80,8.9,50,46.1,30,785,785,1
ONT,NA,NA-278,PADT1,40.29760556,-75.14444444,1,,,,,,,,0,0
ONT,NA,NA-278,PADT1,40.29760556,-75.14444444,2,200,209,3.3,29,33.2,26,527,527,1
SC,NA,NA-278,PADT1,40.29760556,-75.14444444,2,73,78,10.6,71,55.3,64,1283,1283,1
ONT,NA,NA-278,PADT1,40.29760556,-75.14444444,3,198,207,4.5,39,32,47,871,871,1
SC,NA,NA-278,PADT1,40.29760556,-75.14444444,3,77,82,7,30,42.6,21,337,337,1
ONT,NA,NA-278,PADT1,40.29760556,-75.14444444,4,193,206,2.9,42,33.9,15,275,275,1
SC,NA,NA-278,PADT1,40.29760556,-75.14444444,4,77,85,8.1,29,45.3,49,1293,1293,1
SC,NA,NA-278,PADT1,40.29760556,-75.14444444,5,78,85,8.2,34,34.8,21,564,564,1
ONT,NA,NA-278,PADT1,40.29760556,-75.14444444,5,198,207,4.2,41,32.2,12,329,329,1
SC,NA,NA-28,ColdSpringHarborLab,40.87063056,-73.4583,1,76,82,8.2,48,33.3,46,618,618,1
ONT,NA,NA-28,ColdSpringHarborLab,40.87063056,-73.4583,1,,,,,,,,0,0
SC,NA,NA-28,ColdSpringHarborLab,40.87063056,-73.4583,2,80,88,9.6,30,47.9,79,1467,1467,1
ONT,NA,NA-28,ColdSpringHarborLab,40.87063056,-73.4583,2,202,213,3.2,30,24.5,27,440,440,1
ONT,NA,NA-28,ColdSpringHarborLab,40.87063056,-73.4583,3,202,209,4,35,30.6,16,240,240,1
SC,NA,NA-28,ColdSpringHarborLab,40.87063056,-73.4583,3,82,89,10.3,44,44,111,1126,1126,1
ONT,NA,NA-28,ColdSpringHarborLab,40.87063056,-73.4583,4,195,206,2.8,32,27.7,8,140,140,1
SC,NA,NA-28,ColdSpringHarborLab,40.87063056,-73.4583,4,80,88,8.8,28,37.7,36,537,537,1
SC,NA,NA-28,ColdSpringHarborLab,40.87063056,-73.4583,5,92,98,2.6,21,26,4,27,27,1
ONT,NA,NA-28,ColdSpringHarborLab,40.87063056,-73.4583,5,198,207,3.5,33,25.3,10,221,221,1
ONT,NA,NA-29,ColdSpringHarborLab,40.87063056,-73.4583,1,206,214,1.8,19,15.3,7,70,70,1
SC,NA,NA-29,ColdSpringHarborLab,40.87063056,-73.4583,1,77,82,13.5,93,40.8,182,2487,2487,1
ONT,NA,NA-29,ColdSpringHarborLab,40.87063056,-73.4583,2,,,,,,,,0,0
SC,NA,NA-29,ColdSpringHarborLab,40.87063056,-73.4583,2,79,86,13.7,28,43.1,156,4058,4058,1
SC,NA,NA-29,ColdSpringHarborLab,40.87063056,-73.4583,3,81,87,4.6,30,33.4,9,216,216,1
ONT,NA,NA-29,ColdSpringHarborLab,40.87063056,-73.4583,3,200,213,4.5,36,28.6,33,631,631,1
ONT,NA,NA-29,ColdSpringHarborLab,40.87063056,-73.4583,4,196,207,3.5,36,25.3,19,328,328,1
SC,NA,NA-29,ColdSpringHarborLab,40.87063056,-73.4583,4,78,85,8.6,41,39,14,502,502,1
SC,NA,NA-29,ColdSpringHarborLab,40.87063056,-73.4583,5,77,84,11,38,38.2,183,2553,2553,1
ONT,NA,NA-29,ColdSpringHarborLab,40.87063056,-73.4583,5,196,207,3,29,27.2,59,561,561,1
ONT,NA,NA-294,PADT2,40.31748056,-75.09651389,1,,,,,,,,0,0
SC,NA,NA-294,PADT2,40.31748056,-75.09651389,1,79,87,7.1,48,28.4,14,355,355,1
ONT,NA,NA-294,PADT2,40.31748056,-75.09651389,2,202,213,2.2,29,25,11,195,195,1
SC,NA,NA-294,PADT2,40.31748056,-75.09651389,2,,,,,,,,0,0
SC,NA,NA-294,PADT2,40.31748056,-75.09651389,3,86,91,13.1,47,35.3,167,2417,2417,1
ONT,NA,NA-294,PADT2,40.31748056,-75.09651389,3,198,208,5.5,38,33.6,104,1568,1568,1
SC,NA,NA-294,PADT2,40.31748056,-75.09651389,4,84,89,9.9,49,39.9,16,488,488,1
ONT,NA,NA-294,PADT2,40.31748056,-75.09651389,4,,,,,,,,0,0
SC,NA,NA-294,PADT2,40.31748056,-75.09651389,5,103,106,5.2,66,25.2,15,199,199,1
ONT,NA,NA-294,PADT2,40.31748056,-75.09651389,5,,,,,,,,0,0
SC,NA,NA-295,PADT4,40.29166667,-75.13388889,1,,,,,,,,0,0
ONT,NA,NA-295,PADT4,40.29166667,-75.13388889,1,,,,,,,,0,0
ONT,NA,NA-295,PADT4,40.29166667,-75.13388889,2,200,213,1.9,22,21.1,7,101,101,1
SC,NA,NA-295,PADT4,40.29166667,-75.13388889,2,84,90,6.4,39,42.4,12,333,333,1
SC,NA,NA-295,PADT4,40.29166667,-75.13388889,3,85,89,6.9,46,39.1,12,337,337,1
ONT,NA,NA-295,PADT4,40.29166667,-75.13388889,3,203,213,2.8,24,29.5,39,556,556,1
